source,target,type,weight
Océano del Este ОАО,Antonio Simmons,Company Contacts,1
Greek Octopus Company Distribution,Gerald Wong,Beneficial Owner,1
Greek Octopus Company Distribution,Jacqueline Arnold,Beneficial Owner,1
Greek Octopus Company Distribution,Morgan Vaughan,Beneficial Owner,1
Greek Octopus Company Distribution,Shane Baird,Beneficial Owner,1
Greek Octopus Company Distribution,Melanie Kaiser,Company Contacts,1
Chuan gou  Catchers Company Forwading,Grant Brown,Beneficial Owner,1
Chuan gou  Catchers Company Forwading,Sean Chen,Beneficial Owner,1
Chuan gou  Catchers Company Forwading,Alvin Gallegos,Company Contacts,1
Cooper LLC,Daniel Beck,Company Contacts,1
Craig-Blair,Gary Munoz,Beneficial Owner,1
"Harrison, White and Fields",Ryan Wood,Beneficial Owner,1
Brown-Pruitt,Daniel Booker,Beneficial Owner,1
Mccann Inc,Andrew Gonzalez,Beneficial Owner,1
Williams-Stewart,Christopher Russell,Beneficial Owner,1
Morgan Ltd,Walter Pearson,Beneficial Owner,1
Figueroa and Sons,Benjamin Hall,Company Contacts,1
Smith Inc,Carol Liu DVM,Company Contacts,1
Océano del Este LC,Michelle Franklin,Company Contacts,1
Costa del Sol BV,Connie Lewis,Company Contacts,1
Johnson PLC,Rachel Alexander,Company Contacts,1
Henan Limited Liability Company,Joshua Jimenez,Beneficial Owner,1
Henan Limited Liability Company,Erica Hays,Beneficial Owner,1
Henan Limited Liability Company,Terry Turner,Beneficial Owner,1
Henan Limited Liability Company,Jeffery Taylor,Company Contacts,1
"Lopez, Wilkinson and Huang",Mary Collins,Beneficial Owner,1
Paul Ltd,Amanda Johnston,Beneficial Owner,1
Schwartz-Ellison,John Anderson,Company Contacts,1
Sanders-Martinez,Johnny Cole,Beneficial Owner,1
Rowe-Ryan,Jasmine Holmes,Company Contacts,1
"Chaney, Boone and Greene",Kelly Thomas,Beneficial Owner,1
Lawrence LLC,Lisa Mcclure,Company Contacts,1
Flynn-Miller,Rebecca Anderson,Beneficial Owner,1
Friedman-Vazquez,Justin Green,Company Contacts,1
Adams-Wilson,Dennis Miles,Beneficial Owner,1
Potts Inc,Karen Payne,Beneficial Owner,1
Evans-Skinner,John Hamilton,Company Contacts,1
Douglas-Herring,Amber Burch,Company Contacts,1
Gonzales and Sons,Michael Pace,Company Contacts,1
Dunn-Gallagher,Jennifer Campbell,Beneficial Owner,1
"Anderson, James and Burton",Jennifer Oneal,Company Contacts,1
"White, Velez and Lynch",Stephanie Beck,Beneficial Owner,1
Zimmerman-Hernandez,Diane Jackson,Beneficial Owner,1
Barron Inc,Eric Parker,Beneficial Owner,1
Long-Bennett,Elizabeth Clarke,Beneficial Owner,1
Cook PLC,Mary Lee,Company Contacts,1
"Montgomery, Peterson and Gardner",Willie Jones,Beneficial Owner,1
Chavez-White,Linda Sanders,Beneficial Owner,1
Smith Ltd,James Casey,Beneficial Owner,1
West-Fleming,Tara Walker,Beneficial Owner,1
"Graves, Carpenter and Rodriguez",Mary Stein,Beneficial Owner,1
Hunt-Allen,Paige Shelton,Company Contacts,1
"Lewis, Cooper and Curtis",Janet Owen DDS,Beneficial Owner,1
Murray and Sons,Danielle Cisneros,Beneficial Owner,1
Johnson-May,Spencer Garcia,Company Contacts,1
Ferrell-Brown,Katelyn Jimenez,Beneficial Owner,1
Allen-Chavez,Emily Barker,Beneficial Owner,1
Martinez Group,Steven Valdez,Beneficial Owner,1
"Lucas, White and Whitney",Ryan Lynn,Company Contacts,1
Hunt-Molina,Brian Reeves,Beneficial Owner,1
Burke Inc,Sherry Coleman,Company Contacts,1
"Benitez, Ruiz and Simmons",Eric Riley,Beneficial Owner,1
Richard-Walker,Melissa Peterson,Company Contacts,1
Porter-Miller,Tanya Dunn,Beneficial Owner,1
"Clark, Jones and Hernandez",Laura Davis,Beneficial Owner,1
Johnson-Parker,James Whitaker,Company Contacts,1
Lee and Sons,David Johnson,Beneficial Owner,1
"Ashley, Christensen and Bender",Joshua Smith,Beneficial Owner,1
Robles-Norton,Brenda Stevenson,Beneficial Owner,1
Smith-Jones,Luis Hernandez,Company Contacts,1
Crane-Walters,Christine Mcgee,Beneficial Owner,1
Smith LLC,Terry Smith,Company Contacts,1
Tucker-Johnson,Christopher Wilson,Beneficial Owner,1
"Vazquez, Palmer and Logan",Johnathan Olson,Beneficial Owner,1
Harris-Thompson,Charles Webster,Beneficial Owner,1
Ward-Smith,Joseph Mathis,Beneficial Owner,1
Campos-Navarro,Matthew Hall,Beneficial Owner,1
"Wu, King and Haas",Dave Ballard,Beneficial Owner,1
"Kennedy, Wood and Bennett",Chase Rowland Jr.,Company Contacts,1
Andrews-Perry,Steven Young,Company Contacts,1
Phelps-Singh,Ann Rodriguez,Beneficial Owner,1
Robles Ltd,Erik Alvarado,Beneficial Owner,1
Reilly and Sons,Bobby White,Company Contacts,1
Allison Ltd,Kenneth Gardner,Company Contacts,1
"Wright, Perez and Owens",Victor Hernandez,Beneficial Owner,1
Hodges PLC,Darin Cox,Beneficial Owner,1
"Hanna, Rogers and Moore",Kristen Wall,Company Contacts,1
"Moreno, Harris and Burch",Vanessa Gibson,Company Contacts,1
Náutica del Mar SE,Julie Chandler,Beneficial Owner,1
Náutica del Mar SE,Michael Horne,Beneficial Owner,1
Náutica del Mar SE,Emily Cummings,Beneficial Owner,1
Náutica del Mar SE,Briana Peterson,Beneficial Owner,1
Náutica del Mar SE,Autumn Eaton,Beneficial Owner,1
Náutica del Mar SE,Mr. William Lee,Beneficial Owner,1
Náutica del Mar SE,Kimberly Diaz,Beneficial Owner,1
Manipur  Market Charter Boat,Jill Thornton,Beneficial Owner,1
"Key, Williams and Gonzalez",Rachel Rice,Beneficial Owner,1
Mccarty-Gonzalez,Angela Wu,Beneficial Owner,1
"Lee, Cain and Jenkins",Brenda Palmer,Beneficial Owner,1
Wheeler Inc,Rachel Williams,Beneficial Owner,1
Jiyu  BV Marine life,Sean Phillips,Beneficial Owner,1
Jiyu  BV Marine life,Victoria Walters,Beneficial Owner,1
Jiyu  BV Marine life,Matthew Mitchell,Beneficial Owner,1
Jiyu  BV Marine life,Daniel Horton,Beneficial Owner,1
"Paul, Hernandez and Mann",Rachel Colon,Company Contacts,1
bǐ mù yú SRL,Erin Davis,Beneficial Owner,1
bǐ mù yú SRL,Dr. Don Burton DDS,Company Contacts,1
Náutica del Mar AG Worldwide,Brian Williams,Beneficial Owner,1
Náutica del Mar AG Worldwide,Luis Smith,Beneficial Owner,1
Náutica del Mar AG Worldwide,Gina Adams,Beneficial Owner,1
Náutica del Mar AG Worldwide,Sarah Phillips,Company Contacts,1
The Salty Dog OJSC,Nicole Campbell,Beneficial Owner,1
The Salty Dog OJSC,Timothy Bell,Beneficial Owner,1
The Salty Dog OJSC,John Hodges,Company Contacts,1
Danish Shrimp S.A. de C.V.,Oscar Moore,Beneficial Owner,1
Danish Shrimp S.A. de C.V.,Kelly Nelson,Company Contacts,1
Nash-Howard,David Thornton,Beneficial Owner,1
Hicks-Rice,Shelly Haynes,Company Contacts,1
David-Harrison,Tiffany Medina,Beneficial Owner,1
Mcgee-Davis,Jeremy Moore,Beneficial Owner,1
"Davis, Waters and Holland",Richard Armstrong,Beneficial Owner,1
Chapman-Jackson,Krista Goodman,Beneficial Owner,1
Griffin-Morrison,Beth Woods,Beneficial Owner,1
Richardson Inc,Patricia Molina,Beneficial Owner,1
Gordon-Woods,Patrick Whitney,Beneficial Owner,1
Hess and Sons,Peter Keller,Beneficial Owner,1
"Lopez, Miller and Richardson",Amy Robbins,Beneficial Owner,1
Obrien-Herman,Sara Lewis,Beneficial Owner,1
"Myers, Farley and Hill",Jay Carpenter,Beneficial Owner,1
"Stephens, Singleton and Hickman",Erica Wagner,Company Contacts,1
Figueroa-Perez,Andrew Gonzalez,Beneficial Owner,1
"Pham, Dixon and Collins",Nicole Williamson,Beneficial Owner,1
Thomas-Jackson,James Turner,Beneficial Owner,1
Frey-Frazier,Ronnie Walters,Beneficial Owner,1
Washington Group,Amanda Smith,Beneficial Owner,1
"Ryan, Johnson and Bell",Christine Baker,Beneficial Owner,1
Reyes-Roberts,Chad Vaughn,Beneficial Owner,1
Lopez-Smith,James Avery,Beneficial Owner,1
Dixon Inc,Thomas Martinez,Beneficial Owner,1
Moore-Mercer,Andrew Ortiz,Company Contacts,1
"Sanchez, Hayes and Marks",Cynthia Watkins,Beneficial Owner,1
Jacobs-Hendrix,Laura Michael,Beneficial Owner,1
Williams LLC,Roberto Perez,Beneficial Owner,1
"Lane, Rivera and Morgan",Amy Ferguson,Company Contacts,1
Fox Group,Nicholas Marshall,Beneficial Owner,1
Duarte LLC,Jennifer Wall,Beneficial Owner,1
Patton LLC,Andrew Donaldson,Company Contacts,1
"Hernandez, Horton and Park",Kyle Evans,Beneficial Owner,1
"Parrish, Smith and Wilson",Pamela Richard,Beneficial Owner,1
Lewis Inc,Jessica Davis,Company Contacts,1
Miller Ltd,Christina Hall,Beneficial Owner,1
"Johnson, Moreno and Rhodes",Daniel Collins,Beneficial Owner,1
"Jennings, Marshall and Lee",Joseph Spencer,Company Contacts,1
"Montgomery, Brown and Arnold",Derrick Nicholson,Beneficial Owner,1
Martinez-Gordon,Ronald Montgomery,Beneficial Owner,1
Vincent LLC,Joseph Arroyo,Beneficial Owner,1
Acosta-Glass,Carrie Hernandez,Company Contacts,1
"Edwards, Brown and Williams",Lauren Mann,Beneficial Owner,1
Simmons LLC,Dr. Tina Gordon,Beneficial Owner,1
Miles-Oliver,Joseph Miller,Company Contacts,1
"Wallace, Taylor and Hall",Sarah Morris,Company Contacts,1
Ortega-Hutchinson,Bryan Gibbs,Company Contacts,1
"Dixon, Roberts and Cummings",Sarah Perry,Beneficial Owner,1
Smith LLC,Brad Shannon,Beneficial Owner,1
Williams-Jefferson,Paula West,Beneficial Owner,1
"Berg, Buckley and Cox",Sharon Freeman,Beneficial Owner,1
Chase-Ferguson,Caleb Hanna,Company Contacts,1
Nicholson-Shaffer,Rachel Russo,Beneficial Owner,1
Tran Ltd,Lauren Young,Beneficial Owner,1
"Diaz, Morales and Aguilar",Breanna Mendoza,Company Contacts,1
Gould-Hicks,David Holden,Beneficial Owner,1
"Murray, Solomon and Barrett",Christine Salinas,Beneficial Owner,1
"Baker, Rodriguez and Hancock",Melissa Wolf,Beneficial Owner,1
Jackson-Farmer,Joel Taylor,Company Contacts,1
Zamora-Torres,Drew Davis,Company Contacts,1
Jackson-Jones,Bryan Aguirre,Beneficial Owner,1
Bird PLC,Heather Hendrix,Company Contacts,1
Rodriguez-Hampton,Noah Phillips,Beneficial Owner,1
Nguyen-Lindsey,Stacy Jones,Beneficial Owner,1
Vang LLC,Christopher Thomas,Company Contacts,1
Jones Ltd,Alexander Boyle,Beneficial Owner,1
Lee Ltd,Scott Harmon,Beneficial Owner,1
Price and Sons,Alexis Henderson,Company Contacts,1
"Campbell, Ortiz and Petersen",Michael Graham,Beneficial Owner,1
Hahn-Barron,Dennis Knox,Company Contacts,1
"Brown, Williams and Green",Sally Webb,Company Contacts,1
Patrick Ltd,Morgan Moore,Company Contacts,1
Gomez LLC,Dennis Davis,Company Contacts,1
King Inc,John Horton,Beneficial Owner,1
"Callahan, Murphy and Freeman",Audrey Allen,Company Contacts,1
"Stewart, Mason and Potter",Michael Butler,Company Contacts,1
Aguilar Group,Charles Cabrera DVM,Beneficial Owner,1
"Shaw, Graham and Ellison",Angela Gonzalez,Company Contacts,1
Océano del Este Corp,Kevin Harrison Jr.,Beneficial Owner,1
Océano del Este Corp,Tina Buckley,Beneficial Owner,1
Océano del Este Corp,Robert Wood,Beneficial Owner,1
Océano del Este Corp,Michael Moss,Beneficial Owner,1
Océano del Este Corp,Joshua Anderson,Beneficial Owner,1
Océano del Este Corp,Margaret Lopez,Beneficial Owner,1
Océano del Este Corp,Isaiah Williams,Beneficial Owner,1
Océano del Este Corp,Amber Thomas,Company Contacts,1
Baker and Sons,Michael Johnson,Beneficial Owner,1
Jackson-Roberts,Megan Rodriguez,Company Contacts,1
Perez-Terrell,Jill Cox,Company Contacts,1
"Brown, West and Ryan",Donna Aguilar MD,Company Contacts,1
Stephens LLC,Lisa Kelly,Company Contacts,1
Barco de Plata Logistics,Wayne Zhang,Beneficial Owner,1
Barco de Plata Logistics,Sydney David,Beneficial Owner,1
Barco de Plata Logistics,Kimberly Jackson,Beneficial Owner,1
Barco de Plata Logistics,Jessica Harmon,Beneficial Owner,1
Barco de Plata Logistics,Elizabeth Moody,Beneficial Owner,1
Barco de Plata Logistics,Eric Price,Beneficial Owner,1
Barco de Plata Logistics,Raymond Pham,Company Contacts,1
Playa de la Felicidad AB Kelp,Marcus Shaw,Company Contacts,1
Dubingiai GmbH & Co. KG Brothers,Audrey Vaughn,Company Contacts,1
Coral Cove Oyj and Son's,Yesenia Young,Beneficial Owner,1
Coral Cove Oyj and Son's,Cheryl Edwards,Beneficial Owner,1
Coral Cove Oyj and Son's,Christian Davis,Beneficial Owner,1
Coral Cove Oyj and Son's,Jesus Whitaker,Company Contacts,1
Cooke and Sons,Melanie Harris,Beneficial Owner,1
"Bentley, Murray and Wood",Samantha Torres,Company Contacts,1
Hughes PLC,Melissa Jones,Beneficial Owner,1
"Deleon, Jones and Rose",Nicholas Mitchell,Beneficial Owner,1
Morgan-Scott,David Villarreal,Company Contacts,1
Weaver PLC,Anthony Brooks,Beneficial Owner,1
"Estrada, Williams and Edwards",Cynthia Rodriguez,Beneficial Owner,1
"Figueroa, Austin and Manning",Tracy Garcia,Company Contacts,1
Océano del Este Aquamarine,Joshua Wilson,Beneficial Owner,1
Océano del Este Aquamarine,Jessica Oneal,Beneficial Owner,1
Océano del Este Aquamarine,Robert Todd,Company Contacts,1
Malawi Rift   Sailboat Oyj Transit,Richard Barajas,Beneficial Owner,2
Malawi Rift   Sailboat Oyj Transit,Nicholas Pope,Beneficial Owner,2
Malawi Rift   Sailboat Oyj Transit,Kristopher Flores,Company Contacts,2
Olas del Sur Corp,Laura Acosta,Beneficial Owner,1
Olas del Sur Corp,Elizabeth White,Beneficial Owner,1
Olas del Sur Corp,Laura Anderson,Company Contacts,1
Ola del Mar LLC Marine life,Danielle Spencer,Beneficial Owner,1
Ola del Mar LLC Marine life,Justin Rubio Jr.,Beneficial Owner,1
Ola del Mar LLC Marine life,Kevin Clark,Beneficial Owner,1
Ola del Mar LLC Marine life,Russell Olsen,Beneficial Owner,1
Ola del Mar LLC Marine life,Michael Garcia,Beneficial Owner,1
Ola del Mar LLC Marine life,Karina Mora,Beneficial Owner,1
Ola del Mar LLC Marine life,Katherine Herring,Beneficial Owner,1
Ola del Mar LLC Marine life,Nicole Richards,Beneficial Owner,1
Ola del Mar LLC Marine life,Sarah Solis,Beneficial Owner,1
Ola del Mar LLC Marine life,Joseph Brown,Beneficial Owner,1
Ola del Mar LLC Marine life,Kayla Baird,Beneficial Owner,1
Ola del Mar LLC Marine life,Diana Gill,Company Contacts,1
Cunningham-Sharp,Marcus Patel,Beneficial Owner,1
"Meadows, Malone and Willis",Amy Williams,Beneficial Owner,1
Smith Inc,Amy Wu,Company Contacts,1
Spanish Mackerel Ltd. Liability Co Consultants,Diane Hendricks,Beneficial Owner,1
Spanish Mackerel Ltd. Liability Co Consultants,Janice Holland,Beneficial Owner,1
Spanish Mackerel Ltd. Liability Co Consultants,Stephen Dawson,Company Contacts,1
Scottish Lobster AG Transit,Aaron Donaldson,Beneficial Owner,1
Scottish Lobster AG Transit,Lori Reynolds,Beneficial Owner,1
Scottish Lobster AG Transit,Mary Gutierrez,Company Contacts,1
"Todd, Mata and Gregory",Cathy Lee,Company Contacts,1
Niger River   Marine life,James Meyer,Beneficial Owner,1
Manipur  Market Ltd. Liability Co,James Meyer,Beneficial Owner,3
Niger River   Marine life,Lori Nicholson,Company Contacts,1
Manipur  Market Ltd. Liability Co,Lori Nicholson,Company Contacts,3
"Kramer, Pruitt and Moody",Emily West,Beneficial Owner,1
qīng yú Limited Liability Company Transport,Justin Adams,Company Contacts,1
Jackson Group,Kenneth Andrews,Beneficial Owner,1
"Parker, Reese and Dickerson",Kimberly Jarvis,Company Contacts,1
Barker Group,Adam Cooper,Beneficial Owner,1
"Peterson, Barrett and Murphy",Mikayla Evans,Company Contacts,1
Océano Azul SRL Express,Mr. Daniel Jackson,Beneficial Owner,1
Océano Azul SRL Express,Kaitlyn Atkinson,Company Contacts,1
Blue Horizon Plc Shipping,Kayla Kerr,Beneficial Owner,1
Blue Horizon Plc Shipping,William Jensen,Beneficial Owner,1
Blue Horizon Plc Shipping,Jennifer Garrett,Beneficial Owner,1
Blue Horizon Plc Shipping,Victor Stephens,Company Contacts,1
Balkan Pike World S.A. de C.V. United,Evelyn Marshall,Company Contacts,1
Mar de Cielo Co,Sharon White,Company Contacts,1
Niger Bend   Ltd Express,Gregory Spence,Company Contacts,1
Big Sulphur  A/S Freight,Justin Ruiz,Company Contacts,1
Arena del Mar NV,Anna Schultz,Company Contacts,1
Ocean Quest Sp Harbor,Anthony Hernandez,Company Contacts,1
Angrapa Co Marine biology,Ronald Fuller,Company Contacts,1
Noord Limited Liability Company Line,Daniel Evans,Beneficial Owner,1
Noord Limited Liability Company Line,Sharon Fisher,Beneficial Owner,1
Noord Limited Liability Company Line,Robin Jackson,Company Contacts,1
"Maxwell, Fischer and Jackson",Ronald Powers,Beneficial Owner,1
Montgomery-Watkins,Gregory Warren,Company Contacts,1
Thundwa Anchor Incorporated Marine ecology,Michelle Davis,Beneficial Owner,1
Thundwa Anchor Incorporated Marine ecology,David Mcdowell,Beneficial Owner,1
Thundwa Anchor Incorporated Marine ecology,Patricia Williams,Company Contacts,1
West Bengal  AG Marine,Angela Lopez,Company Contacts,1
Blue Water Ventures Seal Limited Liability Company Industrial,Larry Fernandez,Company Contacts,1
Tamil Nadu s A/S,Hannah Murillo,Beneficial Owner,1
Tamil Nadu s A/S,William Brown,Beneficial Owner,1
Tamil Nadu s A/S,Belinda Mays,Beneficial Owner,1
Tamil Nadu s A/S,Stephanie Gutierrez,Beneficial Owner,1
Tamil Nadu s A/S,Rachel Webster,Company Contacts,1
AtlanticAppetite S.A. de C.V.,Ashley Zimmerman,Beneficial Owner,1
AtlanticAppetite S.A. de C.V.,Matthew Perez,Company Contacts,1
Thetis Canal Co Forwading,Bradley Camacho,Beneficial Owner,1
Thetis Canal Co Forwading,Matthew Johnson,Beneficial Owner,1
Thetis Canal Co Forwading,Krystal Robinson,Beneficial Owner,1
Thetis Canal Co Forwading,Kelly Williams,Beneficial Owner,1
Thetis Canal Co Forwading,Billy Castro,Company Contacts,1
Sudd Swamp   Plc Export,Kayla Gallegos,Company Contacts,1
Scottish Herring Tidal flat,Melissa Hill,Beneficial Owner,1
Scottish Herring Tidal flat,Edward Stephenson,Beneficial Owner,1
Scottish Herring Tidal flat,Mr. Scott Hunter,Beneficial Owner,1
Scottish Herring Tidal flat,Thomas Holland,Beneficial Owner,1
Scottish Herring Tidal flat,Julie Schmidt,Company Contacts,1
"Morales, Elliott and Singleton",Brian Dunn,Company Contacts,1
Phelps-Washington,Linda Ballard,Company Contacts,1
Sanchez Group,Scott Mendez,Beneficial Owner,1
Hill PLC,Bryan Cooper,Beneficial Owner,1
Schultz Group,Mr. Paul Allen,Company Contacts,1
Caracola de Coral Incorporated,Benjamin Wilson,Company Contacts,1
Triton Limited Liability Company,Brenda Davis,Beneficial Owner,1
Triton Limited Liability Company,Sarah Fox,Company Contacts,1
"English, Bishop and Jackson",Richard Robertson,Company Contacts,1
Mar de Cielo Forwading,Ebony West,Company Contacts,1
"Moore, Pacheco and Murray",Tricia Dean,Beneficial Owner,1
Fleming-Mcgee,Gary Morris,Beneficial Owner,1
Erickson-Thompson,Sandra Silva,Company Contacts,1
xún yú A/S Transport,Mrs. Kristin Chen,Company Contacts,1
The Salty Dog Incorporated,Jasmine Fields,Company Contacts,1
"Jacobs, Richard and Kerr",Daniel Edwards,Beneficial Owner,1
Boyd Group,Patricia Woodard,Beneficial Owner,1
Hood PLC,Vickie Campbell PhD,Beneficial Owner,1
Stone-Perry,Lindsay White,Beneficial Owner,1
Ramos-Austin,Denise Gonzalez,Beneficial Owner,1
Rodriguez and Sons,Bonnie Ibarra,Company Contacts,1
Watkins PLC,Marissa Harris,Company Contacts,1
OceanicOrigin Shark GmbH & Co. KG Logistics,Jean Peterson,Beneficial Owner,1
OceanicOrigin Shark GmbH & Co. KG Logistics,Nancy Jimenez,Beneficial Owner,1
Hughes Group,Linda Wolf,Beneficial Owner,1
Evans-Hines,Christopher Salazar,Beneficial Owner,1
"Chan, Mcbride and Acevedo",Antonio Sullivan,Beneficial Owner,1
"Wallace, Lara and Martinez",Antonio Morrow,Beneficial Owner,1
"Kaufman, Jones and Mccoy",Margaret Jackson,Beneficial Owner,1
"Singh, Duncan and Johnson",Patricia Allen,Company Contacts,1
Freeman PLC,Barbara Rodriguez,Beneficial Owner,1
"Estes, Kelly and Hall",Katrina Miller,Company Contacts,1
Coleman LLC,Richard Brown,Company Contacts,1
Jones and Sons,Anita Cooper,Beneficial Owner,1
"Harris, Garcia and Ross",Melissa Lang,Beneficial Owner,1
Rice-Rivera,Hector Hart Jr.,Beneficial Owner,1
Henderson and Sons,Robert Johnson,Beneficial Owner,1
"Gallagher, Pennington and Andrade",Vanessa Ramos,Beneficial Owner,1
Conrad-Brown,Eric Rodriguez,Beneficial Owner,1
Lang-Mcdonald,Mr. Justin Lopez MD,Beneficial Owner,1
Estes-Shea,Christina Blanchard,Beneficial Owner,1
Nolan-Chase,Nicole West,Beneficial Owner,1
Barton-Sanchez,Savannah Garcia,Beneficial Owner,1
Arias Group,Keith Miller,Beneficial Owner,1
Mitchell and Sons,Denise Swanson,Beneficial Owner,1
"Green, Blake and Everett",Brandon Lawson,Beneficial Owner,1
"Howell, Butler and Miller",Jeff Palmer,Beneficial Owner,1
"Chapman, Gross and Davis",Jason Sweeney,Beneficial Owner,1
Holmes PLC,Daniel Hernandez,Beneficial Owner,1
Macdonald-Cruz,Andrea Woods,Beneficial Owner,1
Lopez PLC,Lynn Chandler,Beneficial Owner,1
Hernandez-Hamilton,Samuel Farmer,Beneficial Owner,1
"Hammond, White and Ross",Justin Stokes,Beneficial Owner,1
Jackson-Friedman,Anita Long,Beneficial Owner,1
Schmidt-Washington,James Schneider,Beneficial Owner,1
Bell and Sons,Cynthia Collins,Beneficial Owner,1
"Best, Bernard and Ellis",Mark Snow,Beneficial Owner,1
Miller-Jenkins,Amber Phelps,Company Contacts,1
Santos PLC,Andrew Parrish,Company Contacts,1
Rogers-Lindsey,William Hines,Company Contacts,1
Norwegian Fjord  Corp Cruise ship,Robert Johnson,Beneficial Owner,1
Norwegian Fjord  Corp Cruise ship,Stuart Benjamin,Company Contacts,1
Estrella del Sol Limited Liability Company,Virginia Stafford,Beneficial Owner,1
Estrella del Sol Limited Liability Company,Drew Hernandez,Beneficial Owner,1
Estrella del Sol Limited Liability Company,Gloria Blackwell,Beneficial Owner,1
Estrella del Sol Limited Liability Company,Kevin Lopez,Beneficial Owner,1
Estrella del Sol Limited Liability Company,Elizabeth Freeman,Beneficial Owner,1
Estrella del Sol Limited Liability Company,Courtney Perez,Beneficial Owner,1
Estrella del Sol Limited Liability Company,Daniel Edwards,Beneficial Owner,1
Estrella del Sol Limited Liability Company,George Gregory,Beneficial Owner,1
Estrella del Sol Limited Liability Company,Carl Hall,Beneficial Owner,1
Estrella del Sol Limited Liability Company,Stacey Armstrong,Beneficial Owner,1
Estrella del Sol Limited Liability Company,Maureen Clark,Beneficial Owner,1
Estrella del Sol Limited Liability Company,Cory Murray,Beneficial Owner,1
Estrella del Sol Limited Liability Company,Brent Gates,Beneficial Owner,1
Estrella del Sol Limited Liability Company,Tracy Wise,Beneficial Owner,1
Estrella del Sol Limited Liability Company,Mrs. Sherri Davis PhD,Beneficial Owner,1
Estrella del Sol Limited Liability Company,Thomas Carr,Beneficial Owner,1
Estrella del Sol Limited Liability Company,Sandra Mooney,Beneficial Owner,1
Estrella del Sol Limited Liability Company,Frederick Gardner,Beneficial Owner,1
Estrella del Sol Limited Liability Company,Sandra Barrera,Company Contacts,1
PacificPlates S.A. de C.V.,Anna Wheeler,Beneficial Owner,1
Baltic Sprat Ges.m.b.H. Enterprises,Anna Wheeler,Beneficial Owner,1
Rufiji Delta  Limited Liability Company,Anna Wheeler,Beneficial Owner,3
jīn qiāng yú AG,Anna Wheeler,Beneficial Owner,1
Aqua Adventures Ltd. Corporation,Anna Wheeler,Beneficial Owner,1
Náutica del Mar GmbH & Co. KG,Anna Wheeler,Beneficial Owner,1
PacificPlates S.A. de C.V.,Mr. Jason Carrillo,Company Contacts,1
Baltic Sprat Ges.m.b.H. Enterprises,Mr. Jason Carrillo,Company Contacts,1
Rufiji Delta  Limited Liability Company,Mr. Jason Carrillo,Company Contacts,3
jīn qiāng yú AG,Mr. Jason Carrillo,Company Contacts,1
Aqua Adventures Ltd. Corporation,Mr. Jason Carrillo,Company Contacts,1
Náutica del Mar GmbH & Co. KG,Mr. Jason Carrillo,Company Contacts,1
"Edwards, Watson and Mitchell",Lisa Jones,Beneficial Owner,1
"Estrada, Smith and Robles",Nichole Cox,Beneficial Owner,1
Saltwater Sisters Ltd. Corporation Shipping,Jessica Jimenez,Beneficial Owner,1
Saltwater Sisters Ltd. Corporation Shipping,Rachel Perez,Beneficial Owner,1
Saltwater Sisters Ltd. Corporation Shipping,Jessica Riddle,Beneficial Owner,1
Saltwater Sisters Ltd. Corporation Shipping,Karen Lindsey DDS,Beneficial Owner,1
Saltwater Sisters Ltd. Corporation Shipping,Joseph Clark,Beneficial Owner,1
Saltwater Sisters Ltd. Corporation Shipping,Heather Young,Beneficial Owner,1
Saltwater Sisters Ltd. Corporation Shipping,John Weiss,Beneficial Owner,1
Saltwater Sisters Ltd. Corporation Shipping,Zachary Castillo,Company Contacts,1
Viento Azul N.V. Brine,Allison Ruiz,Beneficial Owner,1
Viento Azul N.V. Brine,Lynn Coleman,Beneficial Owner,1
Viento Azul N.V. Brine,Nathan Alvarez,Company Contacts,1
Karnataka Sea  ОАО Solutions,Christian Briggs,Company Contacts,1
Olas del Mar S.p.A.,Nicholas Burch,Company Contacts,2
Bu yu wang Inc,Margaret Salazar,Company Contacts,1
Sparrman's bream S.A. de C.V.,Richard Murphy,Company Contacts,1
Thompson PLC,Luis Potter,Company Contacts,1
Lake Nasser  LC Marine conservation,Cesar Silva,Company Contacts,1
Portuguese Sardines Ltd. Corporation Buoy,Kelly Sanchez,Beneficial Owner,2
Portuguese Sardines Ltd. Corporation Buoy,Heather Nunez,Company Contacts,2
Angrapa America Inc Delivery,Cindy Jenkins,Company Contacts,1
Barents Sea Shrimp Pic Line,Kristy Moore,Beneficial Owner,1
Barents Sea Shrimp Pic Line,Bianca Jones,Beneficial Owner,1
Barents Sea Shrimp Pic Line,Gerald Price,Beneficial Owner,1
Barents Sea Shrimp Pic Line,Mr. Henry Bell,Beneficial Owner,1
Barents Sea Shrimp Pic Line,Michele Finley,Company Contacts,1
Bay of Bengal's GmbH,Courtney Wheeler,Beneficial Owner,1
Bay of Bengal's GmbH,Sophia Cohen,Beneficial Owner,1
Bay of Bengal's GmbH,Ashley White,Beneficial Owner,1
Bay of Bengal's GmbH,Erin Klein,Beneficial Owner,1
Bay of Bengal's GmbH,Carla Ware,Company Contacts,1
Costa del Viento Co,Catherine Rogers,Company Contacts,1
Uttarakhand  Market LLC Overseas,Chad Gomez,Company Contacts,1
Tamil Nadu s ОАО,Carolyn Hernandez DVM,Company Contacts,1
Bahía de Plata Ltd,Anthony Jackson,Beneficial Owner,2
Bahía de Plata Ltd,Jamie Morris,Company Contacts,2
Stichting Ltd. Liability Co Holdings,Christopher Williams,Beneficial Owner,1
